num_cicloestacion,nombre,latitud,longitud
194,CE-194 Circuito Mahatma Gandhi-Reforma,19.424282,-99.180334
659,CE-659  Madrid - Avenida Mexico,19.3564861,-99.1694556
096,CE-096 López-Ayuntamiento,19.430625,-99.14248
667,CE-667 Hermes - Mosqueta,19.363955445342725,-99.1807891801136
084,CE-084 Chilpancingo - Tlaxcala,19.406872,-99.169572
660,CE-660 Josefa Ortiz de Dominguez - Circuito Interior,19.3580028,-99.1701056
168,CE-168 Comercio-Progreso,19.403997,-99.1776
670,CE-670 Felix Parra - Flamencos,19.3676,-99.1849917
154,CE-154 Tuxpan-Tlaxcala,19.406683,-99.167962
658,CE-658 Vicente Guerrero - Berlín,19.355339,-99.165613
657,CE-657 Madrid - Centenario,19.3574361,-99.1637944
184,CE-184 General Gómez Pedraza-Gobernador Tiburcio Montiel,19.414793,-99.185083
153,CE-153 Manzanillo-Tlaxcala,19.407468,-99.165141
077,CE-077 Choapan - Tamaulipas,19.406745,-99.178272
073,CE-073 Campeche - Tamaulipas,19.410073,-99.175542
078,CE-078 Benjamín Hill - Tamaulipas,19.407512,-99.177361
163,CE-163 Toluca-Bajío,19.405246,-99.15643
054,CE-054 Parque España - Sonora,19.416163,-99.170795
169,CE-169 Prosperidad-Progreso,19.403019,-99.174934
430,CE-430 Tripoli-Av. Popocatépetl (Eje 8),19.36205,-99.154976
171,CE-171 Comercio-Jose Martí,19.40253247789727,-99.1782025248358
309,CE-309 Pensilvania-Arizona,19.393059,-99.179483
182,CE-182 Progreso-Astrónomos,19.402028398340054,-99.17129248386118
331,CE-331 Avenida 2-Calle 17,19.388748,-99.183924
279,CE-279 La Morena-Providencia,19.399908,-99.166553
187,CE-187 General Cano-Gobernador Gregorio V. Gelati,19.411227,-99.185514
291,CE-291 Magdalena-División Del Norte,19.397651,-99.169946
297,CE-297 Diagonal San Antonio-Enrique Rébsamen,19.394412,-99.158907
310,CE-310 Calle 1-Av. Patriotismo,19.395316464981526,-99.18172560637684
314,CE-314 Nueva York-Louisiana,19.391647,-99.177331
351,CE-351 Calle 27-Avenida Revolución,19.385751,-99.186297
319,CE-319 Diagonal San Antonio-Luz Saviñón,19.391991,-99.162684
329,CE-329 Calle 13-Avenida 1,19.390306,-99.184812
164,CE-164 Bajío-Tlacotalpan,19.4032285,-99.1658539
295,CE-295 Anaxágoras-Eje 4 Sur Xola,19.396189323455705,-99.15687739860005
336,CE-336 San Borja-Cda. Dr. J. Bartolache,19.385531,-99.169673
296,CE-296 Diagonal San Antonio-Enrique Rébsamen,19.394283,-99.158756
323,CE-323 Concepción Beistegui-Gabriel Mancera,19.388986312246836,-99.1632449628014
340,CE-340 Anaxágoras-Avenida Eugenia,19.385625037771153,-99.15819257503244
669,CE-669 Los Juarez - Sagredo,19.37076863433144,-99.1873613745247
209,CE-209 Solón-Horacio,19.435478,-99.206359
317,CE-317 Avenida Coyoacán-Torres Adalid,19.391456,-99.166157
299,CE-299 Romero de Terreros-Mier Y Pesado,19.394601,-99.165054
276,CE-276 Anaxágoras-Obrero Mundial,19.401986,-99.156366
090,CE-090 José María Pino Suárez - Corregidora,19.43144,-99.132513
304,CE-304 Montecito-Dakota,19.395043,-99.173821
352,CE-352 Tintoreto-Giorgione,19.384146,-99.185491
366,CE-366 Porfirio Díaz-Augusto Rodin,19.378423,-99.181891
395,CE-395 San Lorenzo-Martín Mendalde,19.373725,-99.169807
316,CE-316 San Francisco-Concepción Beistegui,19.391056,-99.1712
