num_cicloestacion,nombre,latitud,longitud
710,CE-710 Molino del Rey - Glorieta de la Lealtad,19.416795,-99.192508
407,CE-407  Prolongación Xochicalco-General Emiliano Zapata,19.36726591257277,-99.15865559132271
428,CE-428  Prolongación Uxmal-Av. Popocatépetl (Eje 8),19.363404,-99.160395
427,CE-427 Avenida México-Coyoacán-Av. Popocatépetl (Eje 8),19.364905637923787,-99.1629866883295
443,CE-443 Bruno Traven-Golondrinas,19.359583,-99.162085
423,CE-423 Moras-José María Rico (Eje 8),19.367816,-99.175269
438,CE-438 Adolfo Prieto-José María Olloqui,19.36473,-99.174447
415,CE-415 San Francisco-Parroquia,19.37099,-99.176135
417,CE-417 Goya-Augusto Rodin,19.373198,-99.184274
022,CE-022 Reforma - Manchester,19.424784,-99.172119
094,CE-094 Lic. Verdad-Moneda,19.433766,-99.130918
405,CE-405 División Del Norte-Municipio Libre,19.370565558464016,-99.15662247688942
375,CE-375 Tenayuca-División Del Norte,19.376997,-99.158779
394,CE-394 Dr. Roberto Gayol-Félix Cuevas,19.372474,-99.171639
337,CE-337 San Borja-Martín Mendalde,19.384849,-99.16704
412,CE-412 Parroquia-Avenida Universidad,19.368107,-99.164376
381,CE-381 San Lorenzo-Manzanas,19.375543381100602,-99.17801052342838
332,CE-332 Calle 27-Avenida 3,19.385494,-99.183744
399,CE-399 Heriberto Frías-San Lorenzo,19.372469,-99.164538
377,CE-377 Heriberto Frías-Miguel Laurent,19.375397,-99.163778
360,CE-360 Heriberto Frías-Matias Romero,19.379435,-99.162794
362,CE-362 Augusto Rodin-Alberto Balderas,19.382123281154726,-99.18109126394484
365,CE-365 Holbein-Avenida Revolución,19.381123,-99.18667
424,CE-424 Amores-José María Rico (Eje 8),19.367103332434564,-99.17058136315518
421,CE-421 María Luz Bringas-Oso,19.36952,-99.179421
287,CE-287 13 de Septiembre-Puente de la Morena,19.398946,-99.183254
288,CE-288 11 de Abril-Avenida 2,19.396339843986805,-99.1835709661791
372,CE-372 Dr. Roberto Gayol-Tlacoquemécatl,19.377966,-99.170272
434,CE-434 Jose María Olloqui-Amores,19.363698614576656,-99.17118497195588
439,CE-439 Amores-Avenida Coyoacán,19.362037,-99.172683
378,CE-378 Miguel Laurent-Amores,19.375865,-99.168219
437,CE-437 Moras-Comunal,19.364916,-99.175985
374,CE-374 Pitágoras-Pilares,19.376959,-99.161099
384,CE-384 Empresa-Poussin,19.375865,-99.185573
348,CE-348 Indiana-Avenida San Antonio,19.3854574,-99.1782718
397,CE-397 San Lorenzo-Gabriel Mancera,19.37313576931919,-99.16706666355822
353,CE-353 Carolina-Holbein,19.3823345657493,-99.17888358246273
387,CE-387 Cadiz-Empresa,19.374267,-99.180546
367,CE-367 Boston -Augusto Rodin,19.379593,-99.181351
390,CE-390-391 Oso-Félix Cuevas,19.373161,-99.178243
303,CE-303 Montecito-Av. Insurgentes,19.394861698080163,-99.17300574486944
370,CE-370 Tlacoquemécatl-Av. Insurgentes,19.378827,-99.176944
354,CE-354 Boston-Av. Insurgentes,19.381714,-99.176664
333,CE-333 Georgia-Carolina,19.387624,-99.180978
445,CE-445-446 Riff-Avenida Río Churubusco,19.35857050753971,-99.15610156956063
429,CE-429 Pirineos-Av. Popocatépetl (Eje 8),19.363060918104924,-99.15833439679318
414,CE-414 Parroquia-José Ignacio Bartolache,19.370213835587535,-99.17385498530166
432,CE-432 Carrillo Puerto-Avenida México-Coyoacan,19.361245,-99.16239
358,CE-358 Nicolás San Juan-Matias Romero,19.380087,-99.16427
409,CE-409 Azores - División Del Norte,19.3650233,-99.1554899
413,CE-413 Parroquia-Avenida Coyoacán,19.369823,-99.172164
345,CE-345 Patricio Sanz - Miraflores,19.384447,-99.172039
419,CE-419 Actipan-Cadiz,19.370615,-99.181606
307,CE-307 Minnesota-Dakota,19.393711808925048,-99.17581468826029
361,CE-361 Porfirio Díaz-Capulín,19.380691,-99.175036
393,CE-393 Adolfo Prieto-Félix Cuevas,19.373307,-99.172471
306,CE-306 Dakota-Minnesota,19.393699,-99.175664
349,CE-349 Augusto Rodin-Avenida San Antonio,19.385632,-99.180848
284,CE-284 Dakota-Vermont,19.397693,-99.172981
308,CE-308 Nueva York-Arizona,19.393643,-99.178156
312,CE-312 Avenida 2-Calle 7,19.39270929935713,-99.18373167525715
325,CE-325 Providencia -Avenida Del Valle,19.38817793281278,-99.16966706519814
327,CE-327 Georgia -Pensilvania,19.38885,-99.17772
335,CE-335 Magdalena-Ameyalco,19.386989,-99.173438
324,CE-324 Amores-Avenida Eugenia,19.387483,-99.165409
059,CE-059 Popocatépetl - Ámsterdam,19.4152434,-99.1667561
072,CE-072 Mazatlán - Alfonso Reyes,19.409859,-99.179565
067,CE-067 Vicente Suárez - Michoacán,19.411813726946605,-99.17595729242748
343,CE-343 Enrique Rébsamen-División Del Norte,19.384079,-99.160915
330,CE-330 Calle 15-Avenida Patriotismo,19.389358,-99.182606
315,CE-315 Alabama-Montana,19.391444264426035,-99.17368702595921
341,CE-341 San Borja-Avenida Cuauhtémoc,19.382889,-99.158352
300,CE-300 Providencia -Luz Saviñón,19.393228574754442,-99.16839435702059
074,CE-074 Nuevo León - Ozulama,19.410468,-99.172802
042,CE-042 Sinaloa - Valladolid,19.420627,-99.16821
076,CE-076 Chilpancingo - Campeche,19.4086886,-99.169938
064,CE-064 Sonora - Ámsterdam,19.412967269545486,-99.16692517703268
056,CE-056 Alvaro Obregón - Medellin,19.417102,-99.165607
071,CE-071 Amsterdam - Michoacan,19.411361,-99.171271
083,CE-083 Alfonso Reyes - Nuevo León,19.40655,-99.172275
081,CE-081 Aguascalientes - Insurgentes,19.407927,-99.168734
079,CE-079 Saltillo - Alfonso Reyes,19.407548521979454,-99.17434785516434
128,CE-128 Orizaba-Río de Janeiro,19.422148,-99.160645
049,CE-049 Mazatlán - Juan de la Barrera,19.41689,-99.17562
066,CE-066 Mazatlán - Francisco Márquez,19.411825,-99.178456
040,CE-040 Oaxaca - Puebla,19.42235098990008,-99.16417356581859
053,CE-053 Fernando Montes de Oca - Tula,19.4148233,-99.1783527
046,CE-046 Durango - Salamanca,19.41910678068996,-99.16973479097578
447,CE-447 Agustín Melgar-Zamora,19.418879,-99.176854
060,CE-060 Mazatlán - Fernando Montes de Oca,19.414099314684794,-99.17715847497675
302,CE-302 Luz Saviñón-Magdalena,19.393914210245562,-99.1716746986458
070,CE-070 Parque México - Michoacán,19.41128,-99.169825
125,CE-125 Morelia-Circular de Morelia,19.424197,-99.156127
100,CE-100 20 de Noviembre-Mesones,19.428485,-99.1338
105,CE-105 San Jerónimo-5 de Febrero,19.426755,-99.135014
102,CE-102 Echeveste-Bolivar,19.428214,-99.139494
097,CE-097 República de Salvador-Pino Suárez,19.429189,-99.132759
099,CE-099 Ernesto Pugibet-Luis Moya,19.429947,-99.14591
107,CE-107-108 Tolsa-Balderas,19.427305,-99.149533
122,CE-122 José María Vértiz-Av. Dr. Río de la Loza,19.425502,-99.146337
029,CE-029 Reforma - Bucareli,19.434944,-99.150295
110,CE-110 Dr. Valenzuela-Dr. Río de la loza,19.425126,-99.143391
093,CE-093 Palma Norte-República de Cuba,19.436741,-99.134811
091,CE-091 Republica de Cuba-Allende,19.4374,-99.137571
112,CE-112 Av. Morelos-Abraham González,19.432819,-99.151734
065,CE-065 Marconi - Tacuba,19.436522,-99.139811
088,CE-088 2a Cerrada de 5 de Mayo - Palma,19.433757,-99.135331
003,CE-003 Reforma - Insurgentes,19.43163,-99.158547
109,CE-109 Nezahualcóyotl-Isabel la Católica,19.425311,-99.137421
113,CE-113 General Prim-Versalles,19.430369,-99.154419
123,CE-123 Claudio Bernard-Dr. Lavista,19.424161,-99.153117
259,CE-259 Tómas Alva Edison-Ponciano Arriaga,19.437569,-99.15468
260,CE-260 Av. Juárez-Balderas,19.43531137040153,-99.14778560405466
016,CE-016 Reforma - Río Tiber,19.4267528,-99.16861944
025,CE-025 Reforma - Estocolmo,19.427338,-99.16672
116,CE-116 Londres-Roma,19.428985,-99.15664
019,CE-019 Reforma - Río Rhin,19.429453,-99.16283
005,CE-005 Río Pánuco Río Tiber,19.429804,-99.169451
261,CE-261 Paseo de la Reforma-Río de la Plata,19.42491,-99.172455
263,CE-263 Sadi Carnot - Gómez Farias,19.436274,-99.158425
111,CE-111 Guillermo Prieto - Joaquín Velázquez de León,19.438197,-99.165918
265,CE-265 Mina - Jesús García,19.440839,-99.152265
264,CE-264-275 Héroes Ferrocarrileros - Jesús Garcia,19.440985,-99.152935
255,CE-255 José Rosas Moreno-Guillermo Prieto,19.437118,-99.161862
268,CE-268-269 Luis Donaldo Colosio - Av. Jesús García,19.442467,-99.151658
007,CE-007 Río Elba - Río Lerma,19.425355,-99.17515
254,CE-254 Alfonso Herrera-Miguel Shultz,19.439177,-99.159957
115,CE-115 Roma-Dinamarca,19.429947,-99.159698
273,CE-273-274 Luis Donaldo Colosio - Av. Jesús García,19.442707,-99.152956
035,CE-035 Liverpool - Génova,19.424558,-99.163518
012,CE-012 Río Lerma - Villalongín,19.432223,-99.161686
006,CE-006 Río Pánuco - Río Sena,19.430963,-99.166986
132,CE-132 Colima-Frontera,19.420667,-99.15645
144,CE-144 Frontera-San Luis Potosí,19.415192,-99.154837
147,CE-147 Coahuila-Orizaba,19.412182,-99.158443
271,CE-271-272 Jesús García - Carlos J. Meneses,19.443684,-99.152465
002,CE-002 Río Guadalquivir - Río Nazas,19.430495377066244,-99.17115971451493
137,CE-137 Álvaro Obregón-Mérida,19.418774,-99.157081
139,CE-139 Tonalá-Guanajuato,19.416128,-99.162097
190,CE-190 Gobernador Ignacio Esteva-Maestro José Vasconcelos,19.409577,-99.183818
185,CE-185 General Antonio Léon-General Pedro Antonio de los Santos,19.412776,-99.182805
228,CE-228 Campos Elíseos-La Fontaine,19.427705,-99.19912
220,CE-220 Plinio-Presidente Masaryk,19.432655,-99.205727
204,CE-204 Temístocles-Homero,19.435882,-99.19152
199,CE-199 Anatole France-Av. Ejército Nacional,19.437934,-99.197241
247,CE-247 Herschel-Rousseau,19.432276,-99.18064
158,CE-158-159 Huatabampo-Eje 1 Pte. Av. Cuauhtémoc,19.407517,-99.155373
207,CE-207 Torquato Tasso-Homero,19.434861,-99.183322
222,CE-222 Alejandro Dumas-Presidente Masarik,19.431417,-99.195774
216,CE-216 Alejandro Dumas-Horacio,19.433419,-99.195746
212,CE-212 Hegel-Horacio,19.433863944714325,-99.18809428821986
140,CE-140 Mérida-Zacatecas,19.416596,-99.156879
229,CE-229 Carlos Dickens-Séneca,19.430515,-99.203331
231,CE-231 Isaac Newton-Aristóteles,19.429711892530808,-99.19357940565533
460,CE-460 Juan Vázquez De Mella-Homero,19.43716476942747,-99.20793056498951
214,CE-214 Platón-Horacio,19.434353,-99.20322
218,CE-218 Hegel-Ibarbourou,19.432451,-99.188033
243,CE-243 Lago Filt-Miguel de Cervantes Saavedra,19.441123,-99.195857
192,CE-192-193 Rubén Darío.Reforma,19.425907,-99.190733
464,CE-464 Mateo Alemán-Prolongación Moliere,19.442421,-99.199838
195,CE-195 Reforma-Circuito Mahatma Gandhi,19.424858,-99.185181
120,CE-120 Marsella-Nápoles,19.425437,-99.159458
143,CE-143 Córdoba-San Luis Potosí,19.414303,-99.157542
150,CE-150 Campeche-Medellín,19.409894,-99.164288
161,CE-161 Quintana Roo-Manzanillo,19.405533,-99.164913
031,CE-031 Hamburgo - Insurgentes,19.427922277979096,-99.16124593467885
280,CE-280 Anaxágoras-Obrero Mundial,19.4015,-99.156406
032,CE-032 Londres - Sevilla,19.42268552552878,-99.16998323054486
118,CE-118 Liverpool-Dinamarca,19.427171,-99.158108
134,CE-134 Álvaro Obregón-Orizaba,19.418293491655607,-99.15993556380272
033,CE-033 Londres - Florencia,19.424187,-99.166497
165,CE-165 Bajío-Eje 2 Pte. Monterrey,19.404268,-99.160503
179,CE-179 Nuevo León-Quintana Roo,19.404435569698265,-99.17138099675866
293,CE-293 Mier y Pesado-Eje 4 Sur Xola,19.397373,-99.164598
037,CE-037 Guadalajara - Puebla,19.42041712015948,-99.17271204298231
156,CE-156 Tepic-Ario,19.406959,-99.163021
285,CE-285 12 de Octubre-Minería,19.399763,-99.177538
131,CE-131 Colima-Jalapa,19.419579,-99.161314
030,CE-030 Hamburgo - Amberes,19.426099760030304,-99.16493654251099
057,CE-057 Cuernavaca - Juan Escutia,19.414968,-99.174766
058,CE-058 Parque España - Juan de la Barrera,19.415358,-99.171902
175,CE-175 Mutualismo-José Martí,19.400599004903363,-99.17245991533491
148,CE-148 Coahuila-Av. Cuauhtémoc,19.412829,-99.155116
177,CE-177 Benjamín Hill - Carlos Zetina,19.408841,-99.181692
166,CE-166 Progreso-Cda. Antonio Maceo,19.406069,-99.183549
241,CE-241 Ejército Nacional-Juan Vázquez de la Mella,19.43869310388943,-99.20757338410112
173,CE-173 Minería-José Martí,19.401682,-99.176398
126,CE-126 Jalapa-Puebla,19.422288,-99.162138
127,CE-127 Puebla-Merida,19.423318,-99.15833
180,CE-180 Quintana Roo-Villahermosa,19.404554,-99.169953
467,CE-467 Lago Mayor-Lago Alberto,19.440399,-99.186784
167,CE-167 General Salvador Alvarado-Progreso,19.404608864422567,-99.1794095188925
196,CE-196 Lago Tanganica- Av. Ejército Nacional,19.438349,-99.192904
152,CE-152 Tlacotalpan-Campeche,19.409098,-99.167181
200,CE-200 Emerson-Av. Ejército Nacional,19.437596,-99.188785
461,CE-461 Presa Don Martín-Boulevard Miguel De Cervantes Saavedra,19.440106,-99.210031
454,CE-454 Montes Urales-Monte Pelvoux,19.425905,-99.204236
466,CE-466 Lago Onega-Lago Ladoga,19.44269,-99.19083
213,CE-213 Solón-Cicerón,19.434366028509015,-99.206306487431
157,CE-157 Tepic-Tlacotalpan,19.406236,-99.166616
456,CE-456 Alpes-Montes Escandinavos,19.427517,-99.208412
459,CE-459 Volcán-Montes Urales,19.429323620268587,-99.2071587592636
457,CE-457 Av. Prado Norte-Explanada,19.42703,-99.212845
283,CE-283 Av. Coyoacán-Rafael Dondé,19.397923,-99.167248
294,CE-294 Nicolás San Juan-Eje 4 Sur Xola,19.39644167553825,-99.16090227668974
278,CE-278 Mier Y Pesado-Obrero Mundial,19.40071,-99.163831
282,CE-282 La Morena-Eje 2 Poniente Gabriel Mancera,19.398719270170474,-99.16128046816084
320,CE-320 Enrique Rébsamen-Luz Saviñón,19.391323,-99.15936
044,CE-044 Durango - Veracruz,19.418141,-99.174709
114,CE-114 Lucerna-Abraham González,19.428989,-99.153618
322,CE-322 Heriberto Frías-Concepción Beistegui,19.388456876549792,-99.16064277296753
318,CE-318 Luz Saviñón-Amores,19.392195,-99.163987
009,CE-009 Río Guadalquivir - Río Lerma,19.428184,-99.170013
234,CE-234 Tres Picos-Arquímides,19.42786220267939,-99.1914046928423
339,CE-339 Enrique Rébsamen-Avenida Eugenia,19.386212,-99.160583
188,CE-188 Gobernador Melchor Múzquiz-Gobernador Ignacio Esteva,19.411711,-99.190139
298,CE-298 Romero de Terreros-Gabriel Mancera,19.394092,-99.162139
189,CE-189 Gobernador Rafael Rebollar-Gobernador José Ceballos,19.410046050731914,-99.18795973067971
249,CE-249 Shakespeare-Darwin,19.42988388240091,-99.1775936633894
043,CE-043 Revillagigedo - Juárez,19.4351365,-99.1460756
469,CE-469 Bahía de la Concepción-Bahía de Todos Los Santos,19.434183,-99.173089
472,CE-472 Bahía de Santa Bárbara-Bahía de Ballenas,19.437667,-99.17711
048,CE-048 Independencia - Azueta,19.433705,-99.146665
181,CE-181 Benjamín Franklin - Ometusco,19.404825166337652,-99.17472235863897
246,CE-246 Leibnitz-Thiers,19.434147,-99.179835
479,CE-479 Lago Muritz-Av.Marina Nacional,19.444433,-99.179664
281,CE-281 Pitágoras-La Morena,19.398532,-99.157308
480,CE-480 Lago Iseo-Av. Marina Nacional,19.446073,-99.181654
041,CE-041 Reforma - Av. de la República,19.43542,-99.150317
226,CE-226 Wallon-Presidente Masaryk,19.431044265870334,-99.18220639234278
468,CE-468 Lago Xochimilco-Av. Ejército Nacional,19.437250121513653,-99.1795731336424
256,CE-256 Gómez Farías-Sadi Carnot,19.437128,-99.158363
119,CE-119 Turín-Abraham González,19.4268522887659,-99.1556279361248
475,CE-475 Lago Muritz-Lago Alberto,19.439249,-99.181065
010,CE-010 Reforma - Ramírez,19.433431,-99.155142
450,CE-450 Ramos Arizpe- Av México Tenochtitlan,19.43832573320297,-99.15223784747468
555,CE-555 Ribera de San Cosme - Insurgentes Centro,19.44021597,-99.1561678
270,CE-270 De la República-Ponciano Arriaga,19.436764,-99.153865
248,CE-248 Shakespeare-Lafayette,19.43175,-99.177399
476,CE-476 Lago Como-Laguna de Mayrán,19.442127,-99.184433
174,CE-174 Joaquín Garcia Icazbalceta-Ignacio Manuel Altamirano,19.441133258345886,-99.16170336308824
237,CE-237-238 Andrés Bello-George Eliot,19.426744,-99.193986
124,CE-124 Claudio Bernard-Dr. Liceaga,19.422392,-99.150358
082,CE-082 Independencia - Marroquí,19.433344,-99.14404
262,CE-262 República de Cuba-República de Brasil,19.436931,-99.133952
235,CE-235-236 Campos Elíseos-Moliere,19.429332,-99.202181
104,CE-104 San Jerónimo-Isabel la Católica,19.427059,-99.137116
136,CE-136 Álvaro Obregón-Tonalá,19.417715,-99.162729
183,CE-183 Gabino Barreda-Guillermo Prieto,19.437665,-99.164018
095,CE-095 20 de Noviembre-Venustiano Carranza,19.430682555945197,-99.1337009892004
036,CE-036 Puebla - Veracruz,19.41966,-99.17588
063,CE-063 Nuevo León - Laredo,19.413091238892452,-99.1716201604504
087,CE-087 Gante - Venustiano Carranza,19.432024,-99.139705
020,CE-020 Reforma- Río Támesis,19.43086152710901,-99.16025899353372
015,CE-015 Reforma - Río Mississippi,19.425597,-99.171409
075,CE-075 Alfonso Reyes - Atlixco,19.408740687234836,-99.17677424853537
017,CE-017 Reforma - Río Tiber,19.427553,-99.167396
080,CE-080 Nuevo León - Aguascalientes,19.407239898913133,-99.17207747708744
023,CE-023 Reforma - Praga,19.42528,-99.171099
085,CE-085 Rosas Moreno - Sullivan,19.434059327049166,-99.16243817658597
014,CE-014 Reforma - Río de Plata,19.42454,-99.173247
135,CE-135 Álvaro Obregón-Morelia,19.419250969141167,-99.15503863246612
089,CE-089 República de Guatemala - Monte de Piedad,19.434962,-99.133729
133,CE-133 Colima-Morelia,19.421138,-99.154725
141,CE-141 Zacatecas-Luis Cabrera,19.415905,-99.15954
092,CE-092 San Ildefonso-República de Argentina,19.436531,-99.131497
470,CE-470 Bahía de Las Palmas-Bahía de Todos Los Santos,19.435039,-99.173879
239,CE-239 Rincón del Bosque-Ruben Darío,19.430153,-99.181355
656,CE-656 Ignacio Allende - Paris,19.3543111,-99.1624361
305,CE-305 Avenida del Parque-Arizona,19.394693,-99.175531
121,CE-121 Niza-Chapultepec,19.424178,-99.16115
027,CE-027 Reforma- Havre,19.42916,-99.162703
252,CE-252 Víctor Hugo-Shakespeare,19.427575,-99.17702
251,CE-251 Goethe-Darwin,19.429261,-99.17538
117,CE-117 Londres-Nápoles,19.427166592327957,-99.16029106826954
250,CE-250 Darwin-Mariano Escobedo,19.428949,-99.179796
217,CE-217 Euler-Horacio,19.432850919536445,-99.18354526173061
224,CE-224 Hegel-Presidente Masaryk,19.431115,-99.188082
215,CE-215 Edgar Alan Poe-Horacio,19.43384,-99.19968
202,CE-202 Calderón de la Barca-Av. Homero,19.436064,-99.198898
240,CE-240 Ejército Nacional-F.C. de Cuernavaca,19.438634297233477,-99.20629061763975
047,CE-047 Plaza Madrid-Medellín,19.419506460644055,-99.16636526590081
258,CE-258 Circuito Interior-Juan Escutia,19.4165298,-99.1790435
011,CE-011 Río Amazonas - Río Lerma,19.431192,-99.163546
001,CE-001 Río Sena-Río Balsas,19.43347819859695,-99.16778985412292
103,CE-103 Joaquín Velázquez de León - García Icazbalceta,19.441533,-99.165268
013,CE-013 Reforma - Río Mississippi,19.424941,-99.17233
018,CE-018 Reforma - Río Rhin,19.428802,-99.164381
038,CE-038 Cozumel - Puebla,19.420829444872908,-99.17142122989388
449,CE-449 Acapulco-Puebla,19.420281,-99.174392
028,CE-028 Toledo- Tokio,19.423664,-99.172568
034,CE-034 Liverpool - Génova,19.42472751913646,-99.16334755721435
232,CE-232 Taine - Rubén Darío,19.42894,-99.185389
227,CE-227 Campos Elíseos-Periférico,19.431783492215445,-99.20738060028725
211,CE-211 Isaac Newton-Horacio,19.43385,-99.188275
478,CE-478 Laguna de Mayrán-Lago Chalco,19.440818,-99.176961
474,CE-474 Bahía de San Hipólito-Bahía del Espíritu Santo,19.438984,-99.177549
176,CE-176 Av. Jesús García-Luis Donaldo Colosio,19.442717,-99.152262
244,CE-244 Lago Victoria-Miguel de Cervantes Saavedra,19.440508,-99.193681
219,CE-219 Esopo-FC de Cuernavaca,19.433364,-99.207553
465,CE-465 Lago Ginebra-Lago Wetter,19.445039,-99.194078
257,CE-257 Manuel Maria Contreras-Villalongin,19.433803,-99.166223
455,CE-455 Pedregal-Ferrocarril De Cuernavaca,19.426308,-99.2033
266,CE-266-267 Jesús García - Carlos J. Meneses,19.444031,-99.152187
201,CE-201 Lope de Vega-Av. Ejército Nacional,19.437496732030738,-99.18721206491682
208,CE-208 Hesiodo-Lamartine,19.434182,-99.189835
221,CE-221 Emilio Castelar-Presidente Masaryk,19.431799,-99.201565
210,CE-210 Eugenio Sue-Horacio,19.434076,-99.194091
021,CE-021 Reforma - Dublín,19.424809702659765,-99.1717654466629
206,CE-206 Homero-Moliere,19.436142,-99.200996
086,CE-086 Sullivan-Insurgentes,19.432452,-99.15924
233,CE-233 Julio Verne-Luis G. Urbina,19.429314,-99.196965
451,CE-451 Campos Elíseos-Goldsmith,19.428847,-99.201299
008,CE-008 Reforma - General Prim,19.431256,-99.158153
223,CE-223 Isaac Newton-Presidente Masaryk,19.431242,-99.191613
668,CE-668 Plateros - Capuchinas,19.367522,-99.181727
242,CE-242 Pról. Moliere-Miguel de Cervantes Saavedra,19.44002672090815,-99.20071095250022
050,CE-050 Cuernavaca - Veracruz,19.41682441224743,-99.17378827934954
145,CE-145 Yucatán-Chiapas,19.41286,-99.160661
142,CE-142 San Luis Potosí-Eje 2 Pte. Monterrey,19.41325186264067,-99.16412428026888
155,CE-155 Jalapa-Tlaxcala,19.408218,-99.159911
225,CE-225 Petrarca-Presidente Masaryk,19.431172,-99.185612
553,CE-553  Jaime Torres Bodet - Ribera de San Cosme,19.442,-99.1593333
051,CE-051 Colima - Oaxaca,19.418031,-99.168435
170,CE-170 Observatorio Oriente-Revolución,19.404029,-99.184342
452,CE-452 Leibnitz-Av. Ejercito Nacional,19.435867,-99.179856
552,CE-552 Fresno - Ribera de San Cosme,19.4431081,-99.1624537
130,CE-130 Mérida-Durango,19.421576,-99.158015
062,CE-062 Fernando Montes de Oca - Amatlan,19.41331637033966,-99.17530506854746
061,CE-061 Avenida México - Sonora,19.413832444192096,-99.16939929138606
129,CE-129 Tonalá-Durango,19.4206,-99.163312
068,CE-068 Tamaulipas - Michoacán,19.41166825384696,-99.17382381861898
448,CE-448 Dr. Andrade-Arcos De Belén,19.426611,-99.14447
253,CE-253 Dante-Tolstoi,19.42644758104329,-99.17815290396902
487,CE-487 Nopaltzin - Quetzalcoatl,19.441728,-99.167477
554,CE-554 Heroes Ferrocarrileros - Mariano Azuela,19.4417473,-99.155639
151,CE-151 Campeche-Tonalá,19.410529,-99.160873
550,CE-550 Sor Juana Ines de la Cruz - Fresno,19.445947026056686,-99.16137836878987
551,CE-551 Nogal - Ribera de San Cosme,19.4435806,-99.1648833
549,CE-549 Sor Juana Ines de la Cruz - Dr. Atl,19.4450444,-99.1571333
162,CE-162 Tehuantepec-Medellín,19.404907,-99.162485
024,CE-024 Reforma- Varsovia,19.426614,-99.168078
026,CE-026 Reforma - Versalles,19.432595,-99.154995
191,CE-191 Gobernador Rafael Rebollar-Gobernador Vicente Eguía,19.40796,-99.187901
045,CE-045 Durango - Sonora,19.418749,-99.171942
052,CE-052 Hidalgo - Trujano,19.436208,-99.141931
286,CE-286 13 de Septiembre-Avenida Patriotismo,19.399201,-99.179943
160,CE-160 Alfonso Herrera-Gabino Barreda,19.440252,-99.163455
